"Polling_firm","PollDate","LPC","CPC","NDP","BQ","GPC","SampleSize","LPC_moe","CPC_moe","NDP_moe","BQ_moe","GPC_moe","NumDays","pollster_id"
"Nanos Research",2018-04-27,0.392,0.306,0.182,0.044,0.059,1000,0.015438134602341,0.0145727142289966,0.0122014753206323,0.00648567652600714,0.00745110730026081,922,13
"Forum Research",2018-04-20,0.3,0.43,0.14,0.04,0.08,1585,0.0115105218632636,0.0124353216273148,0.00871562648984054,0.0049221061891775,0.00681434745447309,915,7
"Nanos Research",2018-04-20,0.382,0.316,0.179,0.037,0.07,1000,0.015364764885933,0.0147018366199601,0.0121226647235663,0.00596917079668525,0.00806845710157772,915,13
"Mainstreet Research",2018-04-18,0.404,0.371,0.119,0.026,0.059,9401,0.0050608886971411,0.00498224696398388,0.00333944587232331,0.00164126657901939,0.00243015397357523,913,12
"Nanos Research",2018-04-13,0.411,0.292,0.158,0.038,0.082,1000,0.0155588881350821,0.0143783170086071,0.0115341232870123,0.00604615580348373,0.00867617427210865,908,13
"Nanos Research",2018-04-06,0.382,0.329,0.172,0.03,0.07,1000,0.015364764885933,0.0148579608291313,0.0119338174948337,0.00539444158370447,0.00806845710157772,901,13
"Nanos Research",2018-03-29,0.391,0.337,0.164,0.024,0.065,1000,0.0154311049507156,0.0149476085043729,0.0117091417277271,0.00483983470792134,0.00779583221984671,893,13
"Ipsos",2018-03-23,0.31,0.38,0.23,0.03,NA,1003,0.0146034317659232,0.0153262948574607,0.0132879753586693,0.00538636808217282,NA,887,10
"Nanos Research",2018-03-23,0.381,0.347,0.168,0.031,0.055,1000,0.0153570504980611,0.0150529399121899,0.0118226900492231,0.00548078461536302,0.00720936890441875,887,13
"Nanos Research",2018-03-16,0.359,0.348,0.185,0.035,0.062,1000,0.0151696736945789,0.0150630674166984,0.0122790471943062,0.00581162627841812,0.00762600813007697,880,13
"Angus Reid",2018-03-15,0.3,0.4,0.19,0.04,0.06,5423,0.00622285734460109,0.00665251432864776,0.00532720620447987,0.0026610057314591,0.00322492597121592,879,2
"Nanos Research",2018-03-09,0.358,0.331,0.193,0.045,0.067,1000,0.0151603430040352,0.0148808265899445,0.0124800240384384,0.00655553201502365,0.00790638982089803,873,13
"Leger",2018-03-08,0.38,0.38,0.14,0.03,0.05,1536,0.0123848866230849,0.0123848866230849,0.00885355390036491,0.00435262133662004,0.00556097825626631,872,11
"Abacus Data",2018-03-04,0.36,0.33,0.18,0.03,0.08,4023,0.00756774031744643,0.00741343279671901,0.00605714768115488,0.00268949956396145,0.00427724267162691,868,1
"Nanos Research",2018-03-02,0.365,0.327,0.19,0.04,0.071,1000,0.0152241584332271,0.0148347901906296,0.0124056438768812,0.00619677335393187,0.00812151463706124,866,13
"Ipsos",2018-03-01,0.33,0.38,0.21,0.03,NA,1001,0.0148620025864323,0.0153415982011209,0.012873782106835,0.00539174638414392,NA,865,10
"Forum Research",2018-03-01,0.34,0.46,0.14,0.02,0.03,941,0.0154424646048227,0.0162472919348996,0.0113114539487949,0.00456386956647166,0.00556098447694436,865,7
"Nanos Research",2018-02-23,0.377,0.315,0.192,0.038,0.069,1000,0.0153255016231117,0.0146892818068141,0.0124553602918583,0.00604615580348373,0.00801492358042171,859,13
"Nanos Research",2018-02-16,0.366,0.308,0.203,0.033,0.08,1000,0.0152329905140127,0.0145991780590552,0.0127197091161709,0.00564898220921256,0.00857904423581089,852,13
"Campaign Research",2018-02-10,0.39,0.32,0.16,0.04,0.07,2227,0.0103356337759262,0.00988483301144345,0.00776854213923157,0.00415246043996006,0.0054066765092446,846,3
"Nanos Research",2018-02-09,0.381,0.304,0.185,0.031,0.088,1000,0.0153570504980611,0.0145459272650457,0.0122790471943062,0.00548078461536302,0.00895857131466843,845,13
"Nanos Research",2018-02-02,0.381,0.303,0.197,0.03,0.076,1000,0.0153570504980611,0.0145324120503102,0.0125774003673255,0.00539444158370447,0.00837997613361757,838,13
"Abacus Data",2018-01-28,0.39,0.32,0.18,0.04,0.06,1411,0.0129847536392878,0.0124184084113013,0.0102277398256841,0.00521677499210135,0.00632231376247073,833,1
"Nanos Research",2018-01-26,0.378,0.306,0.199,0.035,0.075,1000,0.0153334927527945,0.0145727142289966,0.0126253316788115,0.00581162627841812,0.00832916562447884,831,13
"Forum Research",2018-01-24,0.38,0.43,0.12,0.03,0.03,1408,0.0129355921957422,0.0131938131162092,0.00866025403784439,0.00454616471724943,0.00454616471724943,829,7
"Nanos Research",2018-01-19,0.379,0.344,0.173,0.037,0.06,1000,0.0153414145371279,0.0150221170279026,0.011961229033841,0.00596917079668525,0.00750999334220743,824,13
"Nanos Research",2018-01-12,0.37,0.338,0.2,0.038,0.045,1000,0.0152676127799994,0.0149584758581882,0.0126491106406735,0.00604615580348373,0.00655553201502365,817,13
"Campaign Research",2018-01-11,0.42,0.29,0.16,0.04,0.07,1887,0.0113619452419925,0.0104458124313187,0.00843944105624374,0.00451107099547681,0.00587360239439481,816,3
"Mainstreet Research",2018-01-06,0.403,0.345,0.131,0.044,0.077,9830,0.00494723943492223,0.00479461167551903,0.00340305350287627,0.00206860955065032,0.00268886782362763,811,12
"Nanos Research",2018-01-05,0.409,0.307,0.195,0.037,0.048,1000,0.0155473148807117,0.0145859864253331,0.0125289664378192,0.00596917079668525,0.00675988165576883,810,13
"Nanos Research",2017-12-29,0.416,0.301,0.201,0.035,0.042,1000,0.0155866609637857,0.0145051370210695,0.0126727660753286,0.00581162627841812,0.00634318531969546,803,13
"Nanos Research",2017-12-22,0.428,0.291,0.2,0.033,0.042,1000,0.0156465970741245,0.0143638086871136,0.0126491106406735,0.00564898220921256,0.00634318531969546,796,13
"Nanos Research",2017-12-15,0.419,0.293,0.191,0.034,0.057,1000,0.0156025318458255,0.0143927412260486,0.0124305671632472,0.00573096850453743,0.00733150734842433,789,13
"Forum Research",2017-12-14,0.38,0.39,0.12,0.05,0.05,1284,0.0135458147253389,0.0136117733536735,0.0090687921276323,0.00608225036235808,0.00608225036235808,788,7
"Ipsos",2017-12-14,0.38,0.31,0.2,0.05,NA,2098,0.0105970479908376,0.0100972393323803,0.00873287511199145,0.00475821501246652,NA,788,10
"Nanos Research",2017-12-08,0.407,0.303,0.175,0.038,0.067,1000,0.0155354755318271,0.0145324120503102,0.0120156148406979,0.00604615580348373,0.00790638982089803,782,13
"Nanos Research",2017-12-01,0.401,0.307,0.165,0.042,0.069,1000,0.0154983547513922,0.0145859864253331,0.0117377595817941,0.00634318531969546,0.00801492358042171,775,13
"Leger",2017-11-30,0.4,0.34,0.13,0.04,0.08,1609,0.0122131474054112,0.0118095514955392,0.00838403881781894,0.00488525896216448,0.0067633347786083,774,11
"Nanos Research",2017-11-24,0.388,0.306,0.172,0.044,0.069,1000,0.0154096073927923,0.0145727142289966,0.0119338174948337,0.00648567652600714,0.00801492358042171,768,13
"Nanos Research",2017-11-17,0.393,0.307,0.166,0.05,0.07,1000,0.015445096309185,0.0145859864253331,0.0117662228433767,0.00689202437604511,0.00806845710157772,761,13
"Abacus Data",2017-11-14,0.4,0.32,0.18,0.04,0.06,1500,0.0126491106406735,0.0120443624433453,0.0099196774141098,0.00505964425626941,0.00613188388670236,758,1
"Nanos Research",2017-11-10,0.383,0.309,0.175,0.053,0.06,1000,0.0153724103510152,0.0146122893483533,0.0120156148406979,0.00708456067798138,0.00750999334220743,754,13
"Campaign Research",2017-11-09,0.38,0.3,0.19,0.05,0.07,2616,0.00949005595765961,0.00895964448835991,0.00767008964936902,0.00426116091631612,0.00498851892859167,753,3
"Forum Research",2017-11-06,0.36,0.38,0.14,0.06,0.06,1281,0.0134111701494507,0.0135616670592892,0.00969479608028201,0.00663536758925204,0.00663536758925204,750,7
"Nanos Research",2017-11-03,0.366,0.296,0.19,0.059,0.064,1000,0.0152329905140127,0.0144355117678592,0.0124056438768812,0.00745110730026081,0.00773976743836661,747,13
"Nanos Research",2017-10-27,0.361,0.296,0.185,0.061,0.066,1000,0.0151881203577006,0.0144355117678592,0.0122790471943062,0.00756828910652864,0.00785136930732468,740,13
"Insights West",2017-10-26,0.35,0.33,0.2,0.04,0.07,1005,0.0150455361886501,0.0148323969741913,0.0126176059575302,0.00618133927429005,0.00804836128680771,739,9
"Ipsos",2017-10-25,0.38,0.3,0.23,0.04,NA,1001,0.0153415982011209,0.014484136487558,0.0133012434352235,0.00619367728911011,NA,738,10
"Leger",2017-10-25,0.42,0.3,0.15,0.04,0.07,1534,0.0126016078939311,0.0117002991971907,0.00911679968551832,0.005003258390701,0.0065144508904567,738,11
"Abacus Data",2017-10-23,0.39,0.35,0.15,0.05,0.05,1500,0.0125936491931449,0.0123153021346074,0.00921954445729289,0.00562731433871138,0.00562731433871138,736,1
"Nanos Research",2017-10-20,0.35,0.308,0.177,0.063,0.069,1000,0.0150831031289984,0.0145991780590552,0.0120694241784768,0.0076831634109916,0.00801492358042171,733,13
"Environics",2017-10-16,0.38,0.3,0.2,0.05,0.07,2000,0.0108535708409721,0.0102469507659596,0.00894427190999916,0.00487339717240448,0.00570526073023837,729,6
"Nanos Research",2017-10-13,0.346,0.313,0.163,0.072,0.073,1000,0.0150427391122761,0.0146639353517397,0.0116803681448831,0.00817410545564467,0.0082262385085773,726,13
"Angus Reid",2017-10-12,0.35,0.35,0.18,0.04,0.06,1492,0.0123482748900968,0.0123482748900968,0.00994623616957786,0.00507319085148091,0.0061483012758882,725,2
"Campaign Research",2017-10-11,0.38,0.3,0.19,0.04,0.08,2002,0.0108481481222519,0.0102418311299838,0.00876773213967711,0.00437959121161087,0.00606326947803219,724,3
"Nanos Research",2017-10-06,0.369,0.32,0.154,0.066,0.056,1000,0.0152590628807932,0.0147512711316686,0.0114142016803629,0.00785136930732468,0.00727076337120113,719,13
"Angus Reid",2017-10-04,0.37,0.36,0.14,0.04,0.08,1477,0.0125626392614478,0.0124896707491893,0.00902865370239246,0.00509888673181305,0.00705908903346577,717,2
"EKOS",2017-10-01,0.344,0.333,0.145,0.045,0.089,4839,0.00682894051818806,0.00677496760057498,0.00506161661944402,0.00298009515652965,0.00409332644036434,714,5
"Nanos Research",2017-09-29,0.381,0.312,0.152,0.063,0.067,1000,0.0153570504980611,0.0146511433000978,0.0113532374237483,0.0076831634109916,0.00790638982089803,712,13
"Ipsos",2017-09-27,0.39,0.32,0.2,0.05,NA,1001,0.0154163010369653,0.0147439010232237,0.0126427908248203,0.00688858094621435,NA,710,10
"Nanos Research",2017-09-22,0.385,0.325,0.146,0.061,0.057,1000,0.0153874949228261,0.0148113132435986,0.0111661989951818,0.00756828910652864,0.00733150734842433,705,13
"Nanos Research",2017-09-15,0.409,0.3,0.155,0.06,0.055,1000,0.0155473148807117,0.0144913767461894,0.0114444309600784,0.00750999334220743,0.00720936890441875,698,13
"Forum Research",2017-09-14,0.35,0.39,0.15,0.05,0.04,1350,0.012981468272831,0.0132748718344933,0.0097182531580755,0.0059317101400174,0.00533333333333333,697,7
"Campaign Research",2017-09-11,0.42,0.3,0.16,0.05,0.06,1770,0.0117314585045538,0.0108923857715658,0.00871390861725268,0.00518036274715298,0.00564485666599791,694,3
"Nanos Research",2017-09-08,0.42,0.301,0.159,0.046,0.059,1000,0.0156076904121013,0.0145051370210695,0.0115636931816786,0.00662449998113065,0.00745110730026081,691,13
"Abacus Data",2017-09-03,0.43,0.31,0.17,0.03,0.06,1512,0.0127319744974287,0.0118940427932749,0.00966023321768713,0.00438702994587816,0.00610750254208603,686,1
"Nanos Research",2017-09-01,0.412,0.32,0.157,0.049,0.047,1000,0.0155645751628498,0.0147512711316686,0.0115043904662524,0.00682634602111554,0.00669260786241059,684,13
"Mainstreet Research",2017-08-31,0.43,0.32,0.15,0.04,0.05,2000,0.0110702303499069,0.0104307238483242,0.00798435971133566,0.00438178046004133,0.00487339717240448,683,12
"Nanos Research",2017-08-25,0.419,0.308,0.164,0.043,0.05,1000,0.0156025318458255,0.0145991780590552,0.0117091417277271,0.00641490451994416,0.00689202437604511,677,13
"Nanos Research",2017-08-18,0.394,0.31,0.182,0.051,0.049,1000,0.0154519901630826,0.0146253205093085,0.0122014753206323,0.00695693898205238,0.00682634602111554,670,13
"Forum Research",2017-08-17,0.42,0.35,0.14,0.04,0.04,1150,0.0145542463548107,0.0140650661909755,0.0102320893357082,0.00577852094811692,0.00577852094811692,669,7
"Nanos Research",2017-08-11,0.378,0.311,0.192,0.052,0.054,1000,0.0153334927527945,0.0146382717559144,0.0124553602918583,0.00702111102319284,0.00714730718522718,663,13
"Nanos Research",2017-08-04,0.375,0.293,0.202,0.064,0.054,1000,0.0153093108923949,0.0143927412260486,0.0126962986732354,0.00773976743836661,0.00714730718522718,656,13
"Nanos Research",2017-07-28,0.367,0.291,0.2,0.058,0.068,1000,0.0152417518678136,0.0143638086871136,0.0126491106406735,0.00739161687318817,0.00796090447122687,649,13
"Nanos Research",2017-07-21,0.39,0.303,0.184,0.042,0.062,1000,0.0154240072614091,0.0145324120503102,0.0122533260790693,0.00634318531969546,0.00762600813007697,642,13
"Abacus Data",2017-07-18,0.43,0.31,0.16,0.03,0.05,2036,0.0109719234469503,0.010249826295907,0.00812476386236877,0.00378057281966552,0.00483011997150136,639,1
"Nanos Research",2017-07-14,0.383,0.312,0.162,0.059,0.061,1000,0.0153724103510152,0.0146511433000978,0.0116514376795312,0.00745110730026081,0.00756828910652864,635,13
"Campaign Research",2017-07-10,0.4,0.31,0.19,0.04,0.05,1540,0.0124837556786472,0.0117854191226322,0.00999675271951172,0.00499350227145887,0.00555375151083984,631,3
"Nanos Research",2017-07-07,0.398,0.33,0.136,0.053,0.064,1000,0.0154788888490098,0.0148694317309035,0.0108399261990108,0.00708456067798138,0.00773976743836661,628,13
"Nanos Research",2017-06-30,0.389,0.316,0.14,0.063,0.076,1000,0.0154168414404508,0.0147018366199601,0.0109726933794762,0.0076831634109916,0.00837997613361757,621,13
"Nanos Research",2017-06-23,0.383,0.311,0.157,0.068,0.062,1000,0.0153724103510152,0.0146382717559144,0.0115043904662524,0.00796090447122687,0.00762600813007697,614,13
"EKOS",2017-06-19,0.353,0.33,0.152,0.037,0.085,5658,0.00635342666593661,0.00625119288722205,0.00477296498714053,0.00250947303852244,0.00370756299067171,610,5
"Nanos Research",2017-06-16,0.375,0.309,0.165,0.067,0.065,1000,0.0153093108923949,0.0146122893483533,0.0117377595817941,0.00790638982089803,0.00779583221984671,607,13
"Campaign Research",2017-06-12,0.39,0.3,0.19,0.05,0.07,2767,0.00927241031561249,0.00871174325526857,0.00745786865282502,0.00414326036268056,0.00485049336348091,603,3
"Angus Reid",2017-06-12,0.37,0.34,0.17,0.04,0.06,5406,0.00656648741236416,0.00644278153923165,0.00510887746288924,0.00266518641861108,0.00322999262944012,603,2
"Nanos Research",2017-06-09,0.368,0.305,0.173,0.061,0.071,1000,0.0152504426165276,0.0145593612497252,0.011961229033841,0.00756828910652864,0.00812151463706124,600,13
"Forum Research",2017-06-08,0.42,0.34,0.12,0.05,0.06,1483,0.012816459410749,0.0123010122439261,0.008438424782616,0.00565947608782576,0.00616692939852067,599,7
"Nanos Research",2017-06-02,0.4,0.281,0.165,0.062,0.073,1000,0.0154919333848297,0.014214042352547,0.0117377595817941,0.00762600813007697,0.0082262385085773,593,13
"Angus Reid",2017-05-31,0.4,0.33,0.16,0.04,0.06,1958,0.011071316776171,0.0106264457046845,0.00828501483937488,0.00442852671046839,0.00536701993309195,591,2
"Mainstreet Research",2017-05-29,0.41,0.33,0.17,0.04,0.05,2800,0.00929477579841801,0.00888618510466025,0.00709879265388539,0.00370328039909021,0.00411877235523957,589,12
"Nanos Research",2017-05-26,0.403,0.286,0.167,0.057,0.072,1000,0.0155109960995418,0.0142899965010493,0.01179453263169,0.00733150734842433,0.00817410545564467,586,13
"Nanos Research",2017-05-19,0.421,0.279,0.162,0.052,0.074,1000,0.0156127832240123,0.0141830532678969,0.0116514376795312,0.00702111102319284,0.00827792244467173,579,13
"Leger",2017-05-18,0.46,0.25,0.16,0.05,0.06,1529,0.0127459453792256,0.0110738055514696,0.00937553137800803,0.00557369323213185,0.00607345487783034,578,11
"Mainstreet Research",2017-05-15,0.41,0.31,0.18,0.05,0.05,2800,0.00929477579841801,0.00874030074670529,0.00726046043404175,0.00411877235523957,0.00411877235523957,575,12
"Campaign Research",2017-05-13,0.43,0.27,0.19,0.03,0.07,1969,0.0111570350534244,0.0100050774311472,0.00884089946222488,0.00384435634052443,0.00574999723982534,573,3
"Abacus Data",2017-05-12,0.43,0.27,0.2,0.04,0.05,1182,0.0144000141003879,0.0129132207073035,0.011634594543263,0.00569976399903277,0.00633925273289415,572,1
"Nanos Research",2017-05-12,0.428,0.281,0.159,0.06,0.056,1000,0.0156465970741245,0.014214042352547,0.0115636931816786,0.00750999334220743,0.00727076337120113,572,13
"Nanos Research",2017-05-05,0.418,0.29,0.188,0.051,0.041,1000,0.0155973074599432,0.0143492160064583,0.0123554036761249,0.00695693898205238,0.00627048642451285,565,13
"Nanos Research",2017-04-28,0.43,0.296,0.185,0.044,0.036,1000,0.0156556698994326,0.0144355117678592,0.0122790471943062,0.00648567652600714,0.00589101010014412,558,13
"Forum Research",2017-04-24,0.35,0.35,0.17,0.05,0.07,1479,0.0124024251156439,0.0124024251156439,0.00976741003800776,0.00566712403197421,0.00663447263771035,554,7
"Nanos Research",2017-04-21,0.42,0.304,0.19,0.04,0.029,1000,0.0156076904121013,0.0145459272650457,0.0124056438768812,0.00619677335393187,0.00530650544143695,551,13
"Nanos Research",2017-04-14,0.414,0.324,0.187,0.034,0.031,1000,0.0155757503832079,0.014799459449588,0.0123300851578568,0.00573096850453743,0.00548078461536302,544,13
"Campaign Research",2017-04-11,0.38,0.29,0.19,0.06,0.06,1970,0.0109358999917447,0.0102233931009945,0.0088386552942836,0.00535064871061122,0.00535064871061122,541,3
"Nanos Research",2017-04-07,0.403,0.326,0.18,0.04,0.035,1000,0.0155109960995418,0.0148230900961979,0.01214907403879,0.00619677335393187,0.00581162627841812,537,13
"Nanos Research",2017-03-31,0.406,0.296,0.184,0.052,0.046,1000,0.0155294558822903,0.0144355117678592,0.0122533260790693,0.00702111102319284,0.00662449998113065,530,13
"Ipsos",2017-03-30,0.39,0.32,0.2,0.05,NA,1001,0.0154163010369653,0.0147439010232237,0.0126427908248203,0.00688858094621435,NA,529,10
"Nanos Research",2017-03-24,0.425,0.292,0.161,0.048,0.052,1000,0.0156324982008635,0.0143783170086071,0.0116223491601311,0.00675988165576883,0.00702111102319284,523,13
"Forum Research",2017-03-23,0.36,0.38,0.15,0.06,0.04,1029,0.0149635124733252,0.0151314293935096,0.0111313388924854,0.00740341108049676,0.0061088283865697,522,7
"Stratcom",2017-03-17,0.44,0.29,0.16,0.04,0.06,2029,0.0110199424942975,0.0100736567773288,0.00813876691277754,0.00435035390548935,0.00527228075006829,516,16
"Nanos Research",2017-03-17,0.419,0.285,0.171,0.047,0.052,1000,0.0156025318458255,0.0142749781085647,0.0119062588582644,0.00669260786241059,0.00702111102319284,516,13
"Nanos Research",2017-03-10,0.414,0.281,0.17,0.049,0.06,1000,0.0155757503832079,0.014214042352547,0.0118785521003193,0.00682634602111554,0.00750999334220743,509,13
"Campaign Research",2017-03-07,0.43,0.27,0.16,0.06,0.05,1886,0.0113998939549681,0.0102228612870867,0.00844167815132776,0.00546850618680864,0.00501852348233382,506,3
"Nanos Research",2017-03-03,0.396,0.305,0.172,0.05,0.051,1000,0.0154655746740947,0.0145593612497252,0.0119338174948337,0.00689202437604511,0.00695693898205238,502,13
"Forum Research",2017-02-26,0.39,0.35,0.15,0.07,0.04,1340,0.0133243128690689,0.0130298165529291,0.00975444789474747,0.00697008533321069,0.00535319684094565,497,7
"Nanos Research",2017-02-24,0.389,0.31,0.168,0.054,0.052,1000,0.0154168414404508,0.0146253205093085,0.0118226900492231,0.00714730718522718,0.00702111102319284,495,13
"Abacus Data",2017-02-19,0.4,0.33,0.16,0.04,0.06,1500,0.0126491106406735,0.012140840168621,0.00946572765295938,0.00505964425626941,0.00613188388670236,490,1
"Nanos Research",2017-02-17,0.393,0.296,0.169,0.063,0.057,1000,0.015445096309185,0.0144355117678592,0.0118506961820815,0.0076831634109916,0.00733150734842433,488,13
"Nanos Research",2017-02-10,0.379,0.329,0.169,0.048,0.053,1000,0.0153414145371279,0.0148579608291313,0.0118506961820815,0.00675988165576883,0.00708456067798138,481,13
"Campaign Research",2017-02-06,0.34,0.34,0.16,0.06,0.06,1457,0.0124102820080593,0.0124102820080593,0.00960439158302933,0.00622171016838255,0.00622171016838255,477,3
"Nanos Research",2017-02-03,0.38,0.325,0.164,0.049,0.059,1000,0.0153492670834799,0.0148113132435986,0.0117091417277271,0.00682634602111554,0.00745110730026081,474,13
"Nanos Research",2017-01-27,0.391,0.321,0.163,0.051,0.055,1000,0.0154311049507156,0.0147634345597493,0.0116803681448831,0.00695693898205238,0.00720936890441875,467,13
"Ipsos",2017-01-25,0.41,0.3,0.19,0.05,NA,1000,0.0155531347322654,0.0144913767461894,0.0124056438768812,0.00689202437604511,NA,465,10
"Forum Research",2017-01-21,0.42,0.36,0.12,0.04,0.05,1332,0.013523419792452,0.0131519189844286,0.00890389124367988,0.00536924844171219,0.00597165476737065,461,7
"Nanos Research",2017-01-20,0.394,0.312,0.163,0.051,0.059,1000,0.0154519901630826,0.0146511433000978,0.0116803681448831,0.00695693898205238,0.00745110730026081,460,13
"Nanos Research",2017-01-13,0.414,0.284,0.162,0.061,0.061,1000,0.0155757503832079,0.0142598737722323,0.0116514376795312,0.00756828910652864,0.00756828910652864,453,13
"Nanos Research",2017-01-06,0.43,0.285,0.162,0.052,0.054,1000,0.0156556698994326,0.0142749781085647,0.0116514376795312,0.00702111102319284,0.00714730718522718,446,13
"Nanos Research",2016-12-30,0.43,0.279,0.167,0.055,0.059,1000,0.0156556698994326,0.0141830532678969,0.01179453263169,0.00720936890441875,0.00745110730026081,439,13
"Nanos Research",2016-12-23,0.42,0.283,0.169,0.056,0.056,1000,0.0156076904121013,0.0142446832186609,0.0118506961820815,0.00727076337120113,0.00727076337120113,432,13
"Nanos Research",2016-12-16,0.436,0.274,0.167,0.049,0.056,1000,0.0156813264745046,0.0141040419738457,0.01179453263169,0.00682634602111554,0.00727076337120113,425,13
"Abacus Data",2016-12-14,0.44,0.3,0.16,0.04,0.05,1848,0.0115470053837925,0.0106600358177805,0.00852802865422442,0.00455842305838552,0.00506985830210897,423,1
"Nanos Research",2016-12-09,0.432,0.267,0.165,0.054,0.06,1000,0.0156644821171975,0.0139896747639107,0.0117377595817941,0.00714730718522718,0.00750999334220743,418,13
"Forum Research",2016-12-07,0.42,0.34,0.12,0.05,0.06,1304,0.0136678387446926,0.0131181511490969,0.00899897744702277,0.00603542710734693,0.00657658982621931,416,7
"Nanos Research",2016-12-02,0.429,0.26,0.174,0.048,0.068,1000,0.0156511660907422,0.0138708327075198,0.0119884944842962,0.00675988165576883,0.00796090447122687,411,13
"Nanos Research",2016-11-25,0.447,0.251,0.179,0.044,0.064,1000,0.0157223089907303,0.0137112727345057,0.0121226647235663,0.00648567652600714,0.00773976743836661,404,13
"EKOS",2016-11-22,0.412,0.312,0.13,0.024,0.082,1949,0.0111488828367208,0.0104945929052193,0.00761772661958229,0.00346676665075323,0.00621473117117831,401,5
"Nanos Research",2016-11-18,0.429,0.287,0.16,0.056,0.056,1000,0.0156511660907422,0.0143049292203771,0.0115931013969515,0.00727076337120113,0.00727076337120113,397,13
"Abacus Data",2016-11-13,0.46,0.25,0.17,0.05,0.07,2200,0.0106258689484245,0.00923186182344995,0.00800851819229773,0.00464660188642293,0.00543975266817427,392,1
"Nanos Research",2016-11-11,0.463,0.262,0.154,0.043,0.062,1000,0.0157680372906713,0.0139052508067996,0.0114142016803629,0.00641490451994416,0.00762600813007697,390,13
"Forum Research",2016-11-10,0.51,0.28,0.11,0.04,0.05,1474,0.013020701604942,0.0116949002558625,0.00814971842751399,0.00510407292070936,0.00567672770609248,389,7
"Mainstreet Research",2016-11-06,0.49,0.29,0.13,0.04,0.05,5066,0.00702345065195184,0.0063752259351679,0.00472496623917152,0.00275316994200679,0.00306206363666115,385,12
"Nanos Research",2016-11-04,0.449,0.296,0.138,0.055,0.055,1000,0.0157289224042844,0.0144355117678592,0.0109066951914867,0.00720936890441875,0.00720936890441875,383,13
"Nanos Research",2016-10-28,0.445,0.296,0.133,0.053,0.06,1000,0.0157154382694216,0.0144355117678592,0.0107382959542006,0.00708456067798138,0.00750999334220743,376,13
"Nanos Research",2016-10-21,0.466,0.275,0.139,0.04,0.068,1000,0.0157747900144503,0.0141200212464429,0.0109397897603199,0.00619677335393187,0.00796090447122687,369,13
"EKOS",2016-10-18,0.466,0.264,0.141,0.033,0.078,1622,0.0123862021001634,0.0109449919294346,0.00864133244281091,0.00443552245319523,0.00665866762202594,366,5
"Nanos Research",2016-10-14,0.463,0.262,0.154,0.043,0.062,1000,0.0157680372906713,0.0139052508067996,0.0114142016803629,0.00641490451994416,0.00762600813007697,362,13
"Forum Research",2016-10-12,0.49,0.3,0.12,0.05,0.04,1437,0.013187265319128,0.0120887462979569,0.00857242264839004,0.00574934567091788,0.00516936535800991,360,7
"Abacus Data",2016-10-12,0.45,0.28,0.14,0.05,0.06,1498,0.0128538046400654,0.011600837868548,0.00896514538508445,0.00563106963731999,0.00613597590176352,360,1
"Nanos Research",2016-10-07,0.459,0.259,0.162,0.043,0.057,1000,0.0157581407532742,0.0138534833164804,0.0116514376795312,0.00641490451994416,0.00733150734842433,355,13
"Nanos Research",2016-09-30,0.458,0.262,0.167,0.045,0.05,1000,0.0157555069737537,0.0139052508067996,0.01179453263169,0.00655553201502365,0.00689202437604511,348,13
"Forum Research",2016-09-21,0.47,0.34,0.09,0.06,0.03,1326,0.0137061380487416,0.0130088727117598,0.00785905247993376,0.00652180470817577,0.00468462392913946,339,7
"Mainstreet Research",2016-09-08,0.51,0.29,0.12,0.04,0.04,5250,0.00689927532426414,0.00626251128693974,0.0044848952846511,0.00270449361513125,0.00270449361513125,326,12
"Forum Research",2016-09-07,0.48,0.3,0.11,0.05,0.04,1370,0.0134977694832108,0.0123808186939655,0.00845339304744542,0.00588825380284472,0.00529426076806687,325,7
"Leger",2016-09-01,0.53,0.25,0.12,0.04,0.05,1535,0.0127389218654154,0.0110521417441847,0.00829426237067623,0.00500162839932668,0.00556278935491594,319,11
"Abacus Data",2016-08-25,0.46,0.28,0.16,0.04,0.05,2010,0.0111167481554742,0.0100149142513896,0.00817714324454397,0.00437086691766522,0.00486125917803401,312,1
"Forum Research",2016-08-06,0.5,0.31,0.1,0.04,0.04,1345,0.0136335470787303,0.012610846809357,0.00818012824723818,0.00534323739633623,0.00534323739633623,293,7
"EKOS",2016-07-14,0.456,0.285,0.155,0.028,0.059,1003,0.0157264755714148,0.0142536136993231,0.0114273028422831,0.00520908784830568,0.00743995572409343,270,5
"Forum Research",2016-07-05,0.52,0.28,0.11,0.05,0.03,1429,0.0132161870340913,0.0118776124156747,0.0082770433831079,0.00576541654970415,0.00451263679379918,261,7
"Abacus Data",2016-06-16,0.44,0.28,0.16,0.05,0.06,1500,0.0128166558300778,0.0115931013969516,0.00946572765295938,0.00562731433871138,0.00613188388670236,242,1
"Forum Research",2016-06-07,0.49,0.32,0.1,0.04,0.04,2271,0.010489977603355,0.00978860668245464,0.00629524573709054,0.00411203729634742,0.00411203729634742,233,7
"EKOS",2016-06-07,0.447,0.269,0.124,0.041,0.078,2371,0.0102105832410451,0.00910686820497263,0.00676857302299448,0.00407225959221895,0.00550740462412197,233,5
"Ipsos",2016-05-24,0.46,0.3,0.15,0.04,NA,1002,0.0157449735349656,0.0144769070703432,0.0112803151100506,0.0061905858602731,NA,219,10
